source_system,source_code,target_system,target_code,mapping_type,confidence,source_display,target_display,src_lang,translated_text,backtranslation_similarity
NAMASTE-Unani,O-372,ICD-11 Traditional Medicine Module 2,SF55,related-to,77.23,Ḥabs-i-Dam,Pattern of liver blood stasis and stagnation (TM1),urd_Arab,Ḥabs-i-Dam.stasis of blood,100.0
NAMASTE-Unani,O-602,ICD-11 Traditional Medicine Module 2,SG63,related-to,79.73,A‘rāḍ-i-Ibtidā’-i-Ḥaml,Early yin stage pattern (TM1),urd_Arab,Atyamrāḍ-i-Ibtidātyam-i-Ḥaml.Pattern of disorders in early stage of pregnancy,84.69
NAMASTE-Unani,10,ICD-11 MMS 2024-01 Biomedicine,XA9738,related-to,84.52,9,Brain,urd_Arab,9.Sensation of itching in the brain,97.29
NAMASTE-Unani,100,ICD-11 MMS 2024-01 Biomedicine,MB47.3,related-to,83.87,99,spasm,urd_Arab,99.Repletive spasm,100.0
NAMASTE-Unani,1000,ICD-11 MMS 2024-01 Biomedicine,MG22,related-to,90.56,999,Fatigue,urd_Arab,999.Fatigue ephemeral fever,100.0
NAMASTE-Unani,1003,ICD-11 MMS 2024-01 Biomedicine,MG26,related-to,90.51,1002,ephemeral fever,urd_Arab,Syncope ephemeral fever,93.95
NAMASTE-Unani,1006,ICD-11 MMS 2024-01 Biomedicine,XA21T7,related-to,85.2,1005,Blood Vessels,urd_Arab,1005.Ephemeral fever due to occlusion of blood vessels,100.0
NAMASTE-Unani,1009,ICD-11 MMS 2024-01 Biomedicine,NF01.0,related-to,85.7,1008,Heat stroke,urd_Arab,1008.Ephemeral fever due to heat stroke,100.0
NAMASTE-Unani,101,ICD-11 MMS 2024-01 Biomedicine,MB47.3,related-to,84.01,100,spasm,urd_Arab,100.Dry spasm,100.0
NAMASTE-Unani,1022,ICD-11 MMS 2024-01 Biomedicine,MG26,related-to,83.89,1021,fever,urd_Arab,1021.Hectic fever,100.0
NAMASTE-Unani,1023,ICD-11 MMS 2024-01 Biomedicine,MG26,related-to,83.89,1022,fever,urd_Arab,1022.Septic fever,100.0
NAMASTE-Unani,1024,ICD-11 MMS 2024-01 Biomedicine,FA91,related-to,77.53,1023,Viral infection of disc,urd_Arab,1023.Infection,100.0
NAMASTE-Unani,1025,ICD-11 MMS 2024-01 Biomedicine,1C33,related-to,75.58,1024,Q fever,urd_Arab,1024.Continuous fever,100.0
NAMASTE-Unani,1026,ICD-11 MMS 2024-01 Biomedicine,XT5G,related-to,92.31,1025,Intermittent,urd_Arab,1025.Intermittent fever,100.0
NAMASTE-Unani,1027,ICD-11 MMS 2024-01 Biomedicine,MG26,related-to,83.87,1026,fever,urd_Arab,1026.Belious fever,94.17
NAMASTE-Unani,1028,ICD-11 MMS 2024-01 Biomedicine,MG26,related-to,85.57,1027,fever,urd_Arab,1027.Tertian fever,100.0
NAMASTE-Unani,103,ICD-11 MMS 2024-01 Biomedicine,8A62.0,related-to,87.28,102,IS -[infantile spasm],urd_Arab,102.Infantile spasm,100.0
NAMASTE-Unani,1031,ICD-11 MMS 2024-01 Biomedicine,1C11.1,related-to,76.96,1030,Quintan fever,urd_Arab,1030.Quotidian fever,100.0
NAMASTE-Unani,1034,ICD-11 MMS 2024-01 Biomedicine,MG26,related-to,83.85,1033,fever,urd_Arab,1033.Asthenic fever,100.0
NAMASTE-Unani,1035,ICD-11 MMS 2024-01 Biomedicine,MG26,related-to,83.87,1034,fever,urd_Arab,1034.Quartan fever,100.0
NAMASTE-Unani,1037,ICD-11 MMS 2024-01 Biomedicine,MG26,related-to,82.17,1036,fever,urd_Arab,1036. irregular fever,100.0
NAMASTE-Unani,1038,ICD-11 MMS 2024-01 Biomedicine,MG26,related-to,83.85,1037,fever,urd_Arab,1037.Ephialus fever,97.75
NAMASTE-Unani,1039,ICD-11 MMS 2024-01 Biomedicine,MG26,related-to,83.87,1038,fever,urd_Arab,1038.Liparia fever,100.0
NAMASTE-Unani,1042,ICD-11 MMS 2024-01 Biomedicine,1C33,related-to,75.58,1041,Q fever,urd_Arab,1041.Continuous fever,97.66
NAMASTE-Unani,1044,ICD-11 MMS 2024-01 Biomedicine,1C33,related-to,75.65,1043,Q fever,urd_Arab,1043.Sinoco fever,100.0
NAMASTE-Unani,1045,ICD-11 MMS 2024-01 Biomedicine,1C11.1,related-to,93.85,1044,Quintan fever,urd_Arab,1044.Quintan fever,100.0
NAMASTE-Unani,1049,ICD-11 MMS 2024-01 Biomedicine,MG26,related-to,90.28,1048,fever,urd_Arab,1048.Fever with syncope,100.0
NAMASTE-Unani,105,ICD-11 MMS 2024-01 Biomedicine,MB47.3,related-to,83.92,104,spasm,urd_Arab,104.Facial spasm,100.0
NAMASTE-Unani,1050,ICD-11 MMS 2024-01 Biomedicine,MG26,related-to,87.28,1049,fever,urd_Arab,1049.Enteric fever,100.0
NAMASTE-Unani,1051,ICD-11 MMS 2024-01 Biomedicine,MG26,related-to,85.54,1050,fever,urd_Arab,1050.Epidemic fever,100.0
NAMASTE-Unani,1052,ICD-11 MMS 2024-01 Biomedicine,MG26,related-to,85.54,1051,fever,urd_Arab,1051.Eruptive fever,100.0
NAMASTE-Unani,1054,ICD-11 MMS 2024-01 Biomedicine,1F03,related-to,92.72,1053,Measles,urd_Arab,1053.Measles,100.0
NAMASTE-Unani,1055,ICD-11 MMS 2024-01 Biomedicine,1B50,related-to,93.85,1054,Scarlet fever,urd_Arab,1054.Scarlet fever,100.0
NAMASTE-Unani,1057,ICD-11 MMS 2024-01 Biomedicine,XM9Y41,related-to,91.75,1056,Chicken,urd_Arab,1056.Chicken pox,100.0
NAMASTE-Unani,1059,ICD-11 MMS 2024-01 Biomedicine,XT5G,related-to,92.31,1058,Intermittent,urd_Arab,1058.Intermittent fever,100.0
NAMASTE-Unani,1060,ICD-11 MMS 2024-01 Biomedicine,XA8EC5,related-to,89.71,1059,Blood,urd_Arab,1059.Blood under the skin due to fever,86.26
NAMASTE-Unani,1062,ICD-11 MMS 2024-01 Biomedicine,1B12.40,related-to,84.78,1061,TB of bones and joints,urd_Arab,1061.Diseases of bones and joints,100.0
NAMASTE-Unani,1065,ICD-11 MMS 2024-01 Biomedicine,FB51.3,related-to,78.19,1064,Fibroblastic rheumatism,urd_Arab,1064.Rheumatism,100.0
NAMASTE-Unani,1066,ICD-11 MMS 2024-01 Biomedicine,FA24.1,related-to,80.41,1065,chronic juvenile polyarthritis,urd_Arab,1065.Polyarthritis,100.0
NAMASTE-Unani,1069,ICD-11 MMS 2024-01 Biomedicine,FA25,related-to,75.5,1068,Gout,urd_Arab,1068.Gout,100.0
NAMASTE-Unani,107,ICD-11 MMS 2024-01 Biomedicine,XA9738,related-to,84.71,106,Brain,urd_Arab,Hyperesthesia of the brain,81.76
NAMASTE-Unani,1070,ICD-11 MMS 2024-01 Biomedicine,ME84.3,related-to,92.94,1069,Sciatica,urd_Arab,1069. sciatica,100.0
NAMASTE-Unani,1071,ICD-11 MMS 2024-01 Biomedicine,1C1G.13,related-to,78.55,1070,Lyme arthritis,urd_Arab,1070.Anchylosing arthritis,93.83
NAMASTE-Unani,1072,ICD-11 MMS 2024-01 Biomedicine,FA70.0,related-to,92.94,1071,Kyphosis,urd_Arab,1071.Kyphosis,100.0
NAMASTE-Unani,1073,ICD-11 MMS 2024-01 Biomedicine,FA70.2,related-to,92.94,1072,Lordosis,urd_Arab,1072.Lordosis,100.0
NAMASTE-Unani,1074,ICD-11 MMS 2024-01 Biomedicine,FA70.1,related-to,93.12,1073,Scoliosis,urd_Arab,1073. scoliosis,100.0
NAMASTE-Unani,1076,ICD-11 MMS 2024-01 Biomedicine,FB83.1,related-to,95.79,1075,Osteoporosis,urd_Arab,1075. osteoporosis,100.0
NAMASTE-Unani,1077,ICD-11 MMS 2024-01 Biomedicine,ND13.1,related-to,77.67,1076,chip fracture of talus,urd_Arab,1076.Fracture,100.0
NAMASTE-Unani,1078,ICD-11 MMS 2024-01 Biomedicine,XJ909,related-to,82.25,1077,Simple fracture,urd_Arab,1077.Simple facture,100.0
NAMASTE-Unani,1079,ICD-11 MMS 2024-01 Biomedicine,XJ1PP,related-to,94.67,1078,Compound fracture,urd_Arab,1078.Compound fracture,100.0
NAMASTE-Unani,108,ICD-11 MMS 2024-01 Biomedicine,8A83,related-to,75.96,107,Hypnic headache,urd_Arab,107.Cephalagia / Headache,100.0
NAMASTE-Unani,1080,ICD-11 MMS 2024-01 Biomedicine,NA0D.03,related-to,83.59,1079,Complicated crown fracture,urd_Arab,1079.Complicated fracture,100.0
NAMASTE-Unani,1081,ICD-11 MMS 2024-01 Biomedicine,DA08.3,related-to,80.7,1080,Complete nontraumatic fracture not involving vital pulp,urd_Arab,1080.Complete fracture,100.0
NAMASTE-Unani,1082,ICD-11 MMS 2024-01 Biomedicine,DA08.3,related-to,81.32,1081,Incomplete fracture not involving vital pulp,urd_Arab,1081.Incomplete fracture,100.0
NAMASTE-Unani,1083,ICD-11 MMS 2024-01 Biomedicine,XJ6RL,related-to,94.56,1082,Longitudinal fracture,urd_Arab,1082.Longitudinal fracture,100.0
NAMASTE-Unani,1085,ICD-11 MMS 2024-01 Biomedicine,XJ1Z6,related-to,82.74,1084,Comminuted fracture,urd_Arab,1084.Cominuated fracture,95.81
NAMASTE-Unani,1086,ICD-11 MMS 2024-01 Biomedicine,XJ36W,related-to,94.67,1085,Avulsion fracture,urd_Arab,1085.Avulsion fracture,100.0
NAMASTE-Unani,1087,ICD-11 MMS 2024-01 Biomedicine,XJ7YM,related-to,78.27,1086,Open fracture,urd_Arab,1086.Perforating fracture,100.0
NAMASTE-Unani,1088,ICD-11 MMS 2024-01 Biomedicine,XJ6RL,related-to,94.56,1087,Longitudinal fracture,urd_Arab,1087.Longitudinal fracture,100.0
NAMASTE-Unani,1089,ICD-11 MMS 2024-01 Biomedicine,XJ5V7,related-to,94.61,1088,Transverse fracture,urd_Arab,1088. transverse fracture,100.0
NAMASTE-Unani,109,ICD-11 MMS 2024-01 Biomedicine,8A83,related-to,78.48,108,Headache due to external application of a cold stimulus,urd_Arab,Headache due to excessive heat,94.3
NAMASTE-Unani,1090,ICD-11 MMS 2024-01 Biomedicine,NC32.2,related-to,81.11,1089,oblique fracture of shaft of ulna,urd_Arab,1089.Oblique fracture,100.0
NAMASTE-Unani,1091,ICD-11 MMS 2024-01 Biomedicine,XJ967,related-to,94.75,1090,Spiral fracture,urd_Arab,1090.Spiral fracture,100.0
NAMASTE-Unani,1092,ICD-11 MMS 2024-01 Biomedicine,XJ7AT,related-to,94.67,1091,Impacted fracture,urd_Arab,1091.Impacted fracture,100.0
NAMASTE-Unani,1093,ICD-11 MMS 2024-01 Biomedicine,XJ7YM,related-to,77.25,1092,Open fracture,urd_Arab,1092.Intrauterine fracture,100.0
NAMASTE-Unani,1094,ICD-11 MMS 2024-01 Biomedicine,XB8M,related-to,91.61,1093,Congenital,urd_Arab,1093. congenital fracture,100.0
NAMASTE-Unani,1095,ICD-11 MMS 2024-01 Biomedicine,XJ7YM,related-to,77.75,1094,Open fracture,urd_Arab,1094. hairline fracture,100.0
NAMASTE-Unani,1096,ICD-11 MMS 2024-01 Biomedicine,FB80.B,related-to,94.56,1095,Pathological fracture,urd_Arab,1095.Pathological fracture,100.0
NAMASTE-Unani,1097,ICD-11 MMS 2024-01 Biomedicine,XJ3HH,related-to,82.94,1096,Physeal fracture,urd_Arab,1096. epiphyseal fracture,100.0
NAMASTE-Unani,1098,ICD-11 MMS 2024-01 Biomedicine,XA8E16,related-to,89.61,1097,Nasal bone,urd_Arab,1097. nasal bone fracture,100.0
NAMASTE-Unani,1099,ICD-11 MMS 2024-01 Biomedicine,XK16,related-to,89.79,1098,Deep,urd_Arab,1098.Deep and broad fracture,100.0
NAMASTE-Unani,11,ICD-11 MMS 2024-01 Biomedicine,1B11.0,related-to,86.46,10,TB meningitis,urd_Arab,10.Meningitis,100.0
NAMASTE-Unani,110,ICD-11 MMS 2024-01 Biomedicine,8A83,related-to,83.45,109,Headache due to external application of a cold stimulus,urd_Arab,Headache due to excessive cold,94.3
NAMASTE-Unani,1100,ICD-11 MMS 2024-01 Biomedicine,XJ7YM,related-to,77.75,1099,Open fracture,urd_Arab,1099. crescent fracture,100.0
NAMASTE-Unani,1101,ICD-11 MMS 2024-01 Biomedicine,XJ7YM,related-to,77.44,1100,Open fracture,urd_Arab,1100.Crushed fracture,100.0
NAMASTE-Unani,1102,ICD-11 MMS 2024-01 Biomedicine,NC33.1,related-to,83.91,1101,dislocation of elbow joint,urd_Arab,1101.Dislocation of joint,100.0
NAMASTE-Unani,1103,ICD-11 MMS 2024-01 Biomedicine,9B11.1,related-to,83.51,1102,Traumatic dislocation of lens,urd_Arab,1102.Traumatic dislocation,100.0
NAMASTE-Unani,1104,ICD-11 MMS 2024-01 Biomedicine,ND14.21,related-to,81.9,1103,Dislocation of interphalangeal joints of lesser toe,urd_Arab,1103.Dislocation of joints,100.0
NAMASTE-Unani,1105,ICD-11 MMS 2024-01 Biomedicine,XB8M,related-to,91.3,1104,Congenital,urd_Arab,1104.Congenital dislocation,100.0
NAMASTE-Unani,1106,ICD-11 MMS 2024-01 Biomedicine,NA23.11,related-to,80.09,1105,axis dislocation,urd_Arab,1105.Pathologic dislocation,100.0
NAMASTE-Unani,1107,ICD-11 MMS 2024-01 Biomedicine,9B11.1,related-to,83.2,1106,Complete dislocation of lens,urd_Arab,1106.Complete dislocation,100.0
NAMASTE-Unani,1108,ICD-11 MMS 2024-01 Biomedicine,NA23.11,related-to,79.21,1107,axis dislocation,urd_Arab,1107.Incomplete dislocation,100.0
NAMASTE-Unani,1109,ICD-11 MMS 2024-01 Biomedicine,NA23.11,related-to,79.08,1108,axis dislocation,urd_Arab,1108.Compound dislocation,100.0
NAMASTE-Unani,111,ICD-11 MMS 2024-01 Biomedicine,8A83,related-to,75.52,110,Hypnic headache,urd_Arab,110.congestive headache,100.0
NAMASTE-Unani,1110,ICD-11 MMS 2024-01 Biomedicine,NA23.11,related-to,79.97,1109,axis dislocation,urd_Arab,1109.Complicated dislocation,100.0
NAMASTE-Unani,1111,ICD-11 MMS 2024-01 Biomedicine,NC32.2,related-to,86.03,1110,ulna fracture dislocation,urd_Arab,1110.Fracture dislocation,100.0
NAMASTE-Unani,1115,ICD-11 MMS 2024-01 Biomedicine,NA01.7,related-to,79.3,1114,Multiple open wounds of head,urd_Arab,1114.Open Wounds,100.0
NAMASTE-Unani,112,ICD-11 MMS 2024-01 Biomedicine,8A83,related-to,76.47,111,Hypnic headache,urd_Arab,111.Phlegmatic headache,100.0
NAMASTE-Unani,1129,ICD-11 MMS 2024-01 Biomedicine,DA60.7,related-to,80.28,1128,Infectious secondary gastric ulcer,urd_Arab,1128.Secondary ulcer,100.0
NAMASTE-Unani,114,ICD-11 MMS 2024-01 Biomedicine,8A83,related-to,75.8,113,Hypnic headache,urd_Arab,113.Melancholic headache,100.0
NAMASTE-Unani,1147,ICD-11 MMS 2024-01 Biomedicine,XT5R,related-to,90.92,1146,Acute,urd_Arab,1146. acute ulcer,100.0
NAMASTE-Unani,1148,ICD-11 MMS 2024-01 Biomedicine,XT8W,related-to,91.43,1147,Chronic,urd_Arab,1147.Chronic ulcer,100.0
NAMASTE-Unani,1149,ICD-11 MMS 2024-01 Biomedicine,BD74.3,related-to,94.09,1148,Varicose ulcer,urd_Arab,1148.Varicose ulcer,100.0
NAMASTE-Unani,115,ICD-11 MMS 2024-01 Biomedicine,XK49,related-to,83.06,114,Internal,urd_Arab,Headache due to internal gases,94.3
NAMASTE-Unani,1151,ICD-11 MMS 2024-01 Biomedicine,MG29,related-to,75.5,1150,Oedema,urd_Arab,1150. by Oedema,96.83
NAMASTE-Unani,1153,ICD-11 MMS 2024-01 Biomedicine,MC85,related-to,94.57,1152,moist gangrene,urd_Arab,1152.Moist gangrene,100.0
NAMASTE-Unani,1154,ICD-11 MMS 2024-01 Biomedicine,MC85,related-to,92.94,1153,Gangrene,urd_Arab,1153.Gangrene,100.0
NAMASTE-Unani,1155,ICD-11 MMS 2024-01 Biomedicine,MC85,related-to,94.68,1154,dry gangrene,urd_Arab,1154.Dry gangrene,100.0
NAMASTE-Unani,1156,ICD-11 MMS 2024-01 Biomedicine,MC85,related-to,94.68,1155,wet gangrene,urd_Arab,1155.Wet gangrene,100.0
NAMASTE-Unani,1157,ICD-11 MMS 2024-01 Biomedicine,MC85,related-to,85.05,1156,Gangrene,urd_Arab,1156.Infected gangrene,100.0
NAMASTE-Unani,1158,ICD-11 MMS 2024-01 Biomedicine,MC85,related-to,84.99,1157,Gangrene,urd_Arab,1157.Secondary gangrene,100.0
NAMASTE-Unani,1159,ICD-11 MMS 2024-01 Biomedicine,MC85,related-to,84.47,1158,Gangrene,urd_Arab,1158.Embolic gangrene,100.0
NAMASTE-Unani,116,ICD-11 MMS 2024-01 Biomedicine,XK2H,related-to,84.62,115,External,urd_Arab,115.Headache due to external gases.,100.0
NAMASTE-Unani,1160,ICD-11 MMS 2024-01 Biomedicine,MC85,related-to,85.33,1159,Gangrene,urd_Arab,1159. senile gangrene,100.0
NAMASTE-Unani,1161,ICD-11 MMS 2024-01 Biomedicine,MC85,related-to,83.28,1160,Gangrene,urd_Arab,1160.Thrombotic gangrene,100.0
NAMASTE-Unani,1162,ICD-11 MMS 2024-01 Biomedicine,MC85,related-to,85.58,1161,Gangrene,urd_Arab,1161.Diabetic gangrene,100.0
NAMASTE-Unani,1163,ICD-11 MMS 2024-01 Biomedicine,MC85,related-to,81.08,1162,Gangrene,urd_Arab,1162.Traumatic gangrene,100.0
NAMASTE-Unani,1164,ICD-11 MMS 2024-01 Biomedicine,MC85,related-to,83.19,1163,Gangrene,urd_Arab,1163. cold exposure gangrene,100.0
NAMASTE-Unani,1165,ICD-11 MMS 2024-01 Biomedicine,1C16,related-to,86.81,1164,Gas gangrene,urd_Arab,1164.Accurately spreading gangrene / gas gangrene,95.46
NAMASTE-Unani,1168,ICD-11 MMS 2024-01 Biomedicine,XA4E71,related-to,83.8,1167,Pinna,urd_Arab,1167.Pustules of pinna,100.0
NAMASTE-Unani,1169,ICD-11 MMS 2024-01 Biomedicine,XA4K86,related-to,90.31,1168,Calf,urd_Arab,1168.calf pistules,87.43
NAMASTE-Unani,117,ICD-11 MMS 2024-01 Biomedicine,XK49,related-to,83.03,116,Internal,urd_Arab,Headache due to internal vapors,90.52
NAMASTE-Unani,1170,ICD-11 MMS 2024-01 Biomedicine,XA1M78,related-to,84.36,1169,Nape of neck,urd_Arab,1169.pustules on the nape of the neck,96.2
NAMASTE-Unani,1172,ICD-11 MMS 2024-01 Biomedicine,XT6Z,related-to,91.5,1171,Persistent,urd_Arab,1171. persistent eruptions,100.0
NAMASTE-Unani,1173,ICD-11 MMS 2024-01 Biomedicine,XA4K86,related-to,85.98,1172,Calf,urd_Arab,1172.Papules on calf muscles,100.0
NAMASTE-Unani,1179,ICD-11 MMS 2024-01 Biomedicine,XH2A53,related-to,80.79,1178,Immunoblastic lymphadenopathy (IBL),urd_Arab,1178.Lymphadenopathy,100.0
NAMASTE-Unani,118,ICD-11 MMS 2024-01 Biomedicine,XK2H,related-to,84.6,117,External,urd_Arab,117.Headache due to external vapors,98.76
NAMASTE-Unani,1180,ICD-11 MMS 2024-01 Biomedicine,9B65.2,related-to,79.46,1179,Chorioretinal inflammation,urd_Arab,1179.Inflammation,100.0
NAMASTE-Unani,1182,ICD-11 MMS 2024-01 Biomedicine,XT5R,related-to,90.28,1181,Acute,urd_Arab,1181. acute inflammation,100.0
NAMASTE-Unani,1183,ICD-11 MMS 2024-01 Biomedicine,XT8W,related-to,90.7,1182,Chronic,urd_Arab,1182.Chronic inflammation,100.0
NAMASTE-Unani,1190,ICD-11 MMS 2024-01 Biomedicine,2E80,related-to,80.0,1189,A benign tumour composed of adipose (fatty) tissue. The most common representative of this category is the lipoma.,urd_Arab,1189. benign tumor,100.0
NAMASTE-Unani,1191,ICD-11 MMS 2024-01 Biomedicine,XH8DS3,related-to,81.22,1190,Malignant Spitz tumour,urd_Arab,1190.Malignant tumor,100.0
NAMASTE-Unani,1192,ICD-11 MMS 2024-01 Biomedicine,2E80.0,related-to,75.5,1191,Lipoma,urd_Arab,1191.Lipoma,100.0
NAMASTE-Unani,1193,ICD-11 MMS 2024-01 Biomedicine,XH67T7,related-to,78.66,1192,"Soft tissue tumour, benign",urd_Arab,1192.Soft tumor,100.0
NAMASTE-Unani,1194,ICD-11 MMS 2024-01 Biomedicine,2E90.0,related-to,80.03,1193,benign tumour of lip,urd_Arab,1193. a type of benign tumor,100.0
NAMASTE-Unani,1195,ICD-11 MMS 2024-01 Biomedicine,2E90.0,related-to,80.03,1194,benign tumour of lip,urd_Arab,1194. a type of benign tumor,100.0
